fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
510,coche,0.13129788637161255,313,1428,320,1496,379,False,,,,,,
510,coche,0.5868313312530518,172,1283,321,1338,362,False,,,,,,
510,coche,0.30414441227912903,294,1300,321,1342,363,False,,,,,,
510,persona,0.23026800155639648,315,627,274,684,405,False,,,,,,
510,persona,0.6812414526939392,124,619,271,663,404,False,,,,,,
511,persona,0.518833339214325,134,658,283,696,397,False,,,,,,
511,coche,0.4534868597984314,163,1458,324,1512,381,False,,,,,,
511,coche,0.515396237373352,283,1385,324,1438,363,False,,,,,,
511,coche,0.4047248065471649,269,1432,325,1514,381,False,,,,,,
511,coche,0.44033083319664,288,1387,323,1451,371,False,,,,,,
511,coche,0.3491460084915161,263,1425,324,1471,377,False,,,,,,
511,coche,0.5390597581863403,284,1362,323,1398,358,False,,,,,,
511,coche,0.47853192687034607,309,1083,312,1152,346,False,,,,,,
511,coche,0.1283276528120041,313,1427,321,1495,379,False,,,,,,
511,coche,0.5815151929855347,172,1283,321,1338,361,False,,,,,,
511,coche,0.2725769281387329,294,1298,320,1340,362,False,,,,,,
511,persona,0.22955046594142914,315,629,278,685,404,False,,,,,,
511,persona,0.6437216401100159,124,620,274,663,404,False,,,,,,
512,persona,0.5584228038787842,134,658,284,697,399,False,,,,,,
512,coche,0.45155462622642517,163,1458,324,1512,381,False,,,,,,
512,coche,0.5063384771347046,283,1384,324,1437,363,False,,,,,,
512,coche,0.41027671098709106,269,1432,325,1514,381,False,,,,,,
512,coche,0.4361393451690674,288,1387,323,1450,371,False,,,,,,
512,coche,0.3550301194190979,263,1426,324,1472,377,False,,,,,,
512,coche,0.5318605303764343,284,1364,323,1398,357,False,,,,,,
512,coche,0.43615737557411194,309,1088,311,1155,345,False,,,,,,
512,coche,0.12562982738018036,313,1427,321,1496,379,False,,,,,,
512,coche,0.5943335294723511,172,1283,321,1337,361,False,,,,,,
512,coche,0.16624020040035248,294,1298,323,1339,363,False,,,,,,
512,persona,0.23865742981433868,315,632,279,687,404,False,,,,,,
512,persona,0.6606547832489014,124,620,275,663,404,False,,,,,,
512,coche,0.30013567209243774,244,1283,319,1326,355,False,,,,,,
513,persona,0.5463054776191711,134,657,281,698,403,False,,,,,,
513,coche,0.4416120946407318,163,1458,324,1512,381,False,,,,,,
513,coche,0.5136422514915466,283,1384,324,1437,362,False,,,,,,
513,coche,0.40449684858322144,269,1432,325,1514,381,False,,,,,,
513,coche,0.44365549087524414,288,1387,323,1450,371,False,,,,,,
513,coche,0.35073336958885193,263,1426,324,1471,377,False,,,,,,
513,coche,0.515224039554596,284,1365,323,1399,357,False,,,,,,
513,coche,0.4575147032737732,309,1090,312,1157,345,False,,,,,,
513,coche,0.1187138557434082,313,1427,321,1496,379,False,,,,,,
513,coche,0.6439931392669678,172,1282,321,1337,360,False,,,,,,
513,persona,0.6523342728614807,124,621,276,664,404,False,,,,,,
514,persona,0.5141040682792664,134,656,280,697,404,False,,,,,,
514,coche,0.45018041133880615,163,1458,324,1512,382,False,,,,,,
514,coche,0.523108184337616,283,1384,324,1437,362,False,,,,,,
514,coche,0.41576704382896423,269,1431,325,1514,381,False,,,,,,
514,coche,0.4386090636253357,288,1387,323,1450,371,False,,,,,,
514,coche,0.3567645847797394,263,1426,324,1472,377,False,,,,,,
514,coche,0.5338090062141418,284,1365,323,1400,357,False,,,,,,
514,coche,0.5199533700942993,309,1091,312,1157,345,False,,,,,,
514,coche,0.12891599535942078,313,1428,321,1496,379,False,,,,,,
514,coche,0.661762535572052,172,1282,320,1338,360,False,,,,,,
514,persona,0.5982552170753479,124,622,276,666,405,False,,,,,,
514,persona,0.44801902770996094,310,624,277,684,408,False,,,,,,
515,persona,0.5084433555603027,134,656,275,699,406,False,,,,,,
515,coche,0.45347410440444946,163,1457,324,1512,382,False,,,,,,
515,coche,0.5423446893692017,283,1383,324,1437,363,False,,,,,,
515,coche,0.4158513844013214,269,1431,325,1514,381,False,,,,,,
515,coche,0.4572761356830597,288,1387,323,1450,371,False,,,,,,
515,coche,0.3560193181037903,263,1426,324,1472,377,False,,,,,,
515,coche,0.4609300494194031,284,1366,322,1401,357,False,,,,,,
515,coche,0.5877134203910828,309,1092,312,1158,345,False,,,,,,
515,coche,0.6866358518600464,172,1282,319,1338,360,False,,,,,,
515,persona,0.5560690760612488,124,623,276,668,406,False,,,,,,
515,persona,0.21579380333423615,310,623,271,686,407,False,,,,,,
516,persona,0.46935105323791504,134,656,275,699,407,False,,,,,,
516,coche,0.44980770349502563,163,1457,324,1512,382,False,,,,,,
516,coche,0.5414245128631592,283,1383,324,1437,363,False,,,,,,
516,coche,0.41847294569015503,269,1431,325,1514,381,False,,,,,,
516,coche,0.4524312913417816,288,1386,323,1451,371,False,,,,,,
516,coche,0.35409557819366455,263,1425,324,1471,377,False,,,,,,
516,coche,0.4580293595790863,284,1367,322,1401,357,False,,,,,,
516,coche,0.4739837050437927,309,1090,312,1154,345,False,,,,,,
516,coche,0.6794184446334839,172,1281,319,1338,360,False,,,,,,
516,persona,0.5566704869270325,124,626,274,672,406,False,,,,,,
516,persona,0.1847439557313919,310,624,269,689,407,False,,,,,,
517,persona,0.4403645396232605,134,659,274,702,407,False,,,,,,
517,coche,0.4369516372680664,163,1456,324,1512,382,False,,,,,,
517,coche,0.5461391806602478,283,1382,324,1436,363,False,,,,,,
517,coche,0.4313814043998718,269,1431,325,1514,381,False,,,,,,
517,coche,0.4457137882709503,288,1386,323,1450,371,False,,,,,,
517,coche,0.3458123505115509,263,1425,324,1471,377,False,,,,,,
517,coche,0.4123246967792511,284,1367,323,1400,357,False,,,,,,
517,coche,0.5006120204925537,309,1093,312,1157,344,False,,,,,,
517,coche,0.667587161064148,172,1281,320,1337,361,False,,,,,,
517,persona,0.5949685573577881,124,628,272,675,406,False,,,,,,
517,persona,0.47494807839393616,315,642,276,700,408,False,,,,,,
518,coche,0.44189780950546265,163,1456,324,1512,382,False,,,,,,
518,coche,0.5533909797668457,283,1382,324,1436,363,False,,,,,,
518,coche,0.436493456363678,269,1431,325,1514,381,False,,,,,,
518,coche,0.4515860378742218,288,1385,324,1449,371,False,,,,,,
518,coche,0.3503580093383789,263,1425,324,1471,377,False,,,,,,
518,coche,0.406450092792511,284,1368,323,1400,357,False,,,,,,
518,coche,0.48504844307899475,309,1095,311,1159,344,False,,,,,,
518,coche,0.6798071265220642,172,1280,320,1336,361,False,,,,,,
518,persona,0.5435890555381775,124,629,272,677,406,False,,,,,,
518,persona,0.4883679747581482,315,646,274,704,409,False,,,,,,
518,persona,0.4483996033668518,310,631,275,693,407,False,,,,,,
519,coche,0.4374869167804718,163,1456,324,1512,382,False,,,,,,
519,coche,0.5517340898513794,283,1382,324,1436,363,False,,,,,,
519,coche,0.4421480894088745,269,1431,325,1515,382,False,,,,,,
519,coche,0.4590425193309784,288,1385,324,1447,370,False,,,,,,
519,coche,0.33836591243743896,263,1425,324,1471,377,False,,,,,,
519,coche,0.43088266253471375,284,1367,323,1399,357,False,,,,,,
519,coche,0.5509322881698608,309,1098,311,1164,345,False,,,,,,
519,coche,0.6450877785682678,172,1281,320,1336,361,False,,,,,,
519,persona,0.6107052564620972,124,630,274,678,404,False,,,,,,
519,persona,0.22502055764198303,315,651,276,706,406,False,,,,,,
519,persona,0.3326456844806671,134,665,275,707,403,False,,,,,,
520,coche,0.4308459758758545,163,1456,324,1512,382,False,,,,,,
520,coche,0.548751175403595,283,1382,324,1436,362,False,,,,,,
520,coche,0.43949243426322937,269,1431,325,1515,382,False,,,,,,
520,coche,0.4515876770019531,288,1385,324,1447,369,False,,,,,,
520,coche,0.34309449791908264,263,1425,324,1471,377,False,,,,,,
520,coche,0.4681943356990814,284,1367,323,1399,357,False,,,,,,
520,coche,0.5348170399665833,309,1100,311,1166,345,False,,,,,,
520,coche,0.6135091185569763,172,1281,320,1337,360,False,,,,,,
520,persona,0.6391717791557312,124,630,274,677,404,False,,,,,,
520,persona,0.4230387508869171,134,670,280,708,402,False,,,,,,
521,coche,0.43417802453041077,163,1456,324,1512,382,False,,,,,,
521,coche,0.5417852997779846,283,1382,325,1436,362,False,,,,,,
521,coche,0.43831881880760193,269,1431,325,1515,382,False,,,,,,
521,coche,0.4639282524585724,288,1385,324,1446,369,False,,,,,,
521,coche,0.3383257985115051,263,1425,324,1471,377,False,,,,,,
521,coche,0.49962565302848816,284,1366,323,1398,357,False,,,,,,
521,coche,0.46765467524528503,309,1103,311,1169,346,False,,,,,,
521,coche,0.5609115958213806,172,1281,320,1334,359,False,,,,,,
521,persona,0.6824513077735901,124,630,272,678,405,False,,,,,,
521,persona,0.6710114479064941,134,669,275,710,403,False,,,,,,
521,coche,0.3654966950416565,338,1347,321,1372,352,False,,,,,,
521,coche,0.3881332278251648,244,1279,319,1321,354,False,,,,,,
522,coche,0.4239847660064697,163,1456,324,1512,382,False,,,,,,
522,coche,0.5483348369598389,283,1382,325,1436,362,False,,,,,,
522,coche,0.43704953789711,269,1431,325,1515,382,False,,,,,,
522,coche,0.4550248086452484,288,1385,324,1446,369,False,,,,,,
522,coche,0.34026381373405457,263,1425,324,1471,377,False,,,,,,
522,coche,0.3910938501358032,284,1367,323,1399,357,False,,,,,,
522,coche,0.4479113817214966,309,1103,311,1169,345,False,,,,,,
522,coche,0.534430742263794,172,1280,320,1332,359,False,,,,,,
522,persona,0.5890654921531677,124,631,271,679,405,False,,,,,,
522,persona,0.6751384735107422,134,669,272,711,405,False,,,,,,
522,coche,0.3072930574417114,338,1347,321,1371,352,False,,,,,,
522,coche,0.38706880807876587,244,1279,319,1320,353,False,,,,,,
523,coche,0.4244893491268158,163,1456,324,1512,382,False,,,,,,
523,coche,0.5427342653274536,283,1382,325,1436,362,False,,,,,,
523,coche,0.4340294897556305,269,1431,325,1515,382,False,,,,,,
523,coche,0.44158926606178284,288,1385,324,1446,369,False,,,,,,
523,coche,0.3385160565376282,263,1425,324,1471,377,False,,,,,,
523,coche,0.4032944142818451,284,1368,323,1400,357,False,,,,,,
523,coche,0.39016810059547424,309,1100,311,1166,346,False,,,,,,
523,coche,0.547956645488739,172,1280,320,1333,359,False,,,,,,
523,persona,0.6747292876243591,124,632,272,680,405,False,,,,,,
523,persona,0.7124007940292358,134,670,274,712,405,False,,,,,,
523,coche,0.33182451128959656,338,1345,321,1370,352,False,,,,,,
523,coche,0.3947504162788391,244,1278,319,1320,354,False,,,,,,
524,coche,0.42897167801856995,163,1456,324,1513,381,False,,,,,,
524,coche,0.5434726476669312,283,1382,325,1436,362,False,,,,,,
524,coche,0.432784765958786,269,1431,325,1515,382,False,,,,,,
524,coche,0.44479086995124817,288,1385,324,1446,368,False,,,,,,
524,coche,0.3400178551673889,263,1425,324,1471,377,False,,,,,,
524,coche,0.41536659002304077,284,1369,323,1400,357,False,,,,,,
524,coche,0.37851428985595703,309,1103,310,1171,346,False,,,,,,
524,coche,0.48110049962997437,172,1278,321,1329,358,False,,,,,,
524,persona,0.6643851399421692,124,634,273,681,405,False,,,,,,
524,persona,0.637341320514679,134,672,281,711,405,False,,,,,,
524,coche,0.39848801493644714,338,1346,321,1370,352,False,,,,,,
524,coche,0.3598475158214569,244,1278,319,1318,354,False,,,,,,
525,coche,0.4192828834056854,163,1456,324,1513,382,False,,,,,,
525,coche,0.5318840146064758,283,1381,325,1435,362,False,,,,,,
525,coche,0.42692115902900696,269,1431,325,1515,382,False,,,,,,
525,coche,0.44047585129737854,288,1386,324,1446,368,False,,,,,,
525,coche,0.3378565013408661,263,1425,324,1471,377,False,,,,,,
525,coche,0.4046388268470764,284,1370,323,1400,357,False,,,,,,
525,coche,0.3778962194919586,309,1105,310,1174,347,False,,,,,,
525,coche,0.38155436515808105,172,1275,321,1325,358,False,,,,,,
525,persona,0.6749283075332642,124,636,273,682,404,False,,,,,,
525,persona,0.5881727337837219,134,674,279,713,404,False,,,,,,
525,coche,0.4152197539806366,338,1346,321,1370,352,False,,,,,,
526,coche,0.43007537722587585,163,1456,324,1513,382,False,,,,,,
526,coche,0.531523585319519,283,1381,325,1435,362,False,,,,,,
526,coche,0.4321729242801666,269,1431,325,1515,382,False,,,,,,
526,coche,0.44649001955986023,288,1386,324,1446,368,False,,,,,,
526,coche,0.33982613682746887,263,1425,324,1471,377,False,,,,,,
526,coche,0.4043080508708954,284,1370,323,1400,357,False,,,,,,
526,coche,0.5057988166809082,309,1113,313,1175,346,False,,,,,,
526,persona,0.6530701518058777,124,638,275,683,403,False,,,,,,
526,persona,0.5187046527862549,134,676,283,715,404,False,,,,,,
526,coche,0.39412444829940796,338,1345,321,1369,352,False,,,,,,
526,coche,0.3619929254055023,244,1276,320,1319,356,False,,,,,,
527,coche,0.4282231032848358,163,1456,324,1513,382,False,,,,,,
527,coche,0.526667058467865,283,1381,325,1435,362,False,,,,,,
527,coche,0.4301372766494751,269,1431,325,1515,382,False,,,,,,
527,coche,0.4451039135456085,288,1385,324,1446,368,False,,,,,,
527,coche,0.34170928597450256,263,1425,324,1471,377,False,,,,,,
527,coche,0.39931878447532654,284,1370,323,1400,357,False,,,,,,
527,coche,0.5161767601966858,309,1119,314,1178,345,False,,,,,,
527,persona,0.6982271075248718,124,640,277,685,403,False,,,,,,
527,persona,0.2705448567867279,134,679,284,716,399,False,,,,,,
527,coche,0.40387219190597534,338,1344,322,1369,352,False,,,,,,
527,coche,0.43866801261901855,343,1111,311,1172,347,False,,,,,,
528,coche,0.42824041843414307,163,1456,324,1513,382,False,,,,,,
528,coche,0.5371160507202148,283,1381,325,1436,362,False,,,,,,
528,coche,0.4330310821533203,269,1431,325,1515,382,False,,,,,,
528,coche,0.4514472186565399,288,1385,324,1446,368,False,,,,,,
528,coche,0.3440038561820984,263,1425,324,1471,377,False,,,,,,
528,coche,0.4216783344745636,284,1371,322,1401,357,False,,,,,,
528,coche,0.5091440081596375,309,1117,313,1177,344,False,,,,,,
528,persona,0.7540953755378723,124,642,278,686,404,False,,,,,,
528,persona,0.5024231672286987,134,681,282,718,400,False,,,,,,
528,coche,0.41866210103034973,338,1343,321,1368,353,False,,,,,,
528,coche,0.32899579405784607,343,1108,310,1168,346,False,,,,,,
528,coche,0.3877415359020233,172,1273,320,1322,356,False,,,,,,
529,coche,0.34314587712287903,163,1459,324,1515,382,False,,,,,,
529,coche,0.5315960049629211,283,1381,324,1436,362,False,,,,,,
529,coche,0.4435366094112396,269,1431,325,1514,381,False,,,,,,
529,coche,0.4431920647621155,288,1385,323,1449,369,False,,,,,,
529,coche,0.34400469064712524,263,1425,324,1471,377,False,,,,,,
529,coche,0.46424564719200134,284,1370,322,1401,357,False,,,,,,
529,coche,0.5351638793945312,309,1117,311,1178,344,False,,,,,,
529,persona,0.7158046960830688,124,643,278,687,404,False,,,,,,
529,persona,0.5084303617477417,134,683,283,720,400,False,,,,,,
529,coche,0.4326014816761017,338,1343,321,1369,353,False,,,,,,
529,coche,0.4062841832637787,172,1272,318,1321,356,False,,,,,,
530,coche,0.3439001441001892,163,1461,324,1516,382,False,,,,,,
530,coche,0.5360892415046692,283,1381,324,1437,362,False,,,,,,
530,coche,0.43905484676361084,269,1431,325,1514,381,False,,,,,,
530,coche,0.43681958317756653,288,1385,323,1449,369,False,,,,,,
530,coche,0.3413650393486023,263,1425,324,1471,377,False,,,,,,
530,coche,0.46942049264907837,284,1370,321,1402,357,False,,,,,,
530,coche,0.6302178502082825,309,1114,311,1180,346,False,,,,,,
530,persona,0.7237644195556641,124,645,280,688,403,False,,,,,,
530,persona,0.5028467774391174,134,684,284,721,401,False,,,,,,
530,coche,0.4245136082172394,338,1343,320,1369,352,False,,,,,,
530,coche,0.40156862139701843,172,1274,318,1323,356,False,,,,,,
531,coche,0.3457869291305542,163,1462,324,1516,382,False,,,,,,
531,coche,0.5395286679267883,283,1381,324,1437,362,False,,,,,,
531,coche,0.44467028975486755,269,1431,325,1514,381,False,,,,,,
531,coche,0.44031673669815063,288,1385,323,1450,370,False,,,,,,
531,coche,0.3461051881313324,263,1425,324,1471,377,False,,,,,,
531,coche,0.48966673016548157,284,1370,321,1402,357,False,,,,,,
531,coche,0.6089046001434326,309,1114,311,1181,346,False,,,,,,
531,persona,0.7061697244644165,124,647,281,689,404,False,,,,,,
531,persona,0.5511881709098816,134,685,283,723,401,False,,,,,,
531,coche,0.45228785276412964,338,1343,320,1370,352,False,,,,,,
531,coche,0.3951783776283264,172,1277,318,1327,356,False,,,,,,
532,coche,0.35015830397605896,163,1462,324,1516,382,False,,,,,,
532,coche,0.5363539457321167,283,1381,324,1436,361,False,,,,,,
532,coche,0.4431499242782593,269,1431,325,1514,381,False,,,,,,
532,coche,0.4329945743083954,288,1385,323,1449,369,False,,,,,,
532,coche,0.3428768217563629,263,1425,324,1472,377,False,,,,,,
532,coche,0.5216601490974426,284,1371,322,1402,357,False,,,,,,
532,coche,0.5962293148040771,309,1115,311,1181,346,False,,,,,,
532,persona,0.6939926743507385,124,647,279,690,403,False,,,,,,
532,persona,0.6132800579071045,134,686,282,724,401,False,,,,,,
532,coche,0.5047808885574341,338,1343,321,1370,352,False,,,,,,
532,coche,0.44624632596969604,172,1279,318,1330,356,False,,,,,,
532,coche,0.34539327025413513,349,1309,318,1343,356,False,,,,,,
532,coche,0.3499155342578888,350,1275,316,1311,352,False,,,,,,
533,coche,0.34830930829048157,163,1462,325,1516,382,False,,,,,,
533,coche,0.5331501364707947,283,1381,324,1437,361,False,,,,,,
533,coche,0.43672552704811096,269,1431,325,1514,381,False,,,,,,
533,coche,0.44038867950439453,288,1385,323,1449,369,False,,,,,,
533,coche,0.33061155676841736,263,1425,324,1472,378,False,,,,,,
533,coche,0.4907303750514984,284,1371,322,1402,357,False,,,,,,
533,coche,0.5681995749473572,309,1120,313,1180,345,False,,,,,,
533,persona,0.7092145681381226,124,649,276,692,402,False,,,,,,
533,persona,0.5666489601135254,134,687,284,725,401,False,,,,,,
533,coche,0.5240764021873474,338,1343,321,1371,353,False,,,,,,
533,coche,0.4583605229854584,172,1279,318,1331,356,False,,,,,,
533,coche,0.3735126852989197,349,1308,318,1341,356,False,,,,,,
533,coche,0.39589548110961914,350,1274,316,1311,353,False,,,,,,
534,coche,0.3455545902252197,163,1463,325,1516,382,False,,,,,,
534,coche,0.5320212841033936,283,1381,324,1436,361,False,,,,,,
534,coche,0.4395185112953186,269,1431,325,1514,382,False,,,,,,
534,coche,0.4340676963329315,288,1384,323,1448,369,False,,,,,,
534,coche,0.33764785528182983,263,1426,324,1473,378,False,,,,,,
534,coche,0.4906598925590515,284,1371,322,1402,357,False,,,,,,
534,coche,0.5836877822875977,309,1122,313,1181,345,False,,,,,,
534,persona,0.6897978186607361,124,650,274,693,400,False,,,,,,
534,persona,0.5891193151473999,134,688,282,727,402,False,,,,,,
534,coche,0.5262787938117981,338,1344,321,1371,352,False,,,,,,
534,coche,0.43281495571136475,172,1277,318,1329,356,False,,,,,,
534,coche,0.3259757161140442,349,1309,319,1341,355,False,,,,,,
534,coche,0.43473875522613525,350,1274,316,1312,354,False,,,,,,
535,coche,0.3514230251312256,163,1463,325,1515,382,False,,,,,,
535,coche,0.5226247310638428,283,1381,324,1436,361,False,,,,,,
535,coche,0.44216129183769226,269,1431,325,1514,381,False,,,,,,
535,coche,0.43489789962768555,288,1384,323,1448,369,False,,,,,,
535,coche,0.3323846757411957,263,1426,324,1473,378,False,,,,,,
535,coche,0.5079322457313538,284,1371,323,1402,357,False,,,,,,
535,coche,0.5427458882331848,309,1122,313,1181,345,False,,,,,,
535,persona,0.6839475631713867,124,650,273,695,401,False,,,,,,
535,persona,0.6071305274963379,134,691,281,729,400,False,,,,,,
535,coche,0.5707823038101196,338,1345,321,1373,353,False,,,,,,
535,coche,0.48161742091178894,172,1277,318,1328,356,False,,,,,,
535,coche,0.3518587350845337,349,1309,319,1340,354,False,,,,,,
535,coche,0.5009055137634277,350,1275,317,1313,354,False,,,,,,
536,coche,0.35077789425849915,163,1463,325,1515,382,False,,,,,,
536,coche,0.5140467882156372,283,1381,324,1436,361,False,,,,,,
536,coche,0.4415620267391205,269,1431,325,1514,381,False,,,,,,
536,coche,0.4373047947883606,288,1384,323,1448,369,False,,,,,,
536,coche,0.33726876974105835,263,1426,324,1473,378,False,,,,,,
536,coche,0.5274387001991272,284,1371,323,1401,357,False,,,,,,
536,coche,0.5124002695083618,309,1124,313,1181,345,False,,,,,,
536,persona,0.6107315421104431,124,651,271,696,401,False,,,,,,
536,persona,0.4028903543949127,134,693,281,731,401,False,,,,,,
536,coche,0.6009891033172607,338,1346,321,1374,353,False,,,,,,
536,coche,0.4804389476776123,172,1279,318,1330,356,False,,,,,,
536,coche,0.3767646551132202,349,1308,319,1339,354,False,,,,,,
536,coche,0.4823264479637146,350,1274,317,1312,354,False,,,,,,
537,coche,0.35697096586227417,163,1463,325,1515,382,False,,,,,,
537,coche,0.49482962489128113,283,1381,324,1436,361,False,,,,,,
537,coche,0.44961869716644287,269,1431,325,1514,381,False,,,,,,
537,coche,0.4375850260257721,288,1385,323,1449,369,False,,,,,,
537,coche,0.33496367931365967,263,1426,324,1473,378,False,,,,,,
537,coche,0.5582621097564697,284,1370,322,1400,357,False,,,,,,
537,coche,0.45071491599082947,309,1127,314,1182,344,False,,,,,,
537,persona,0.4798866808414459,124,653,271,698,401,False,,,,,,
537,persona,0.4948115646839142,134,692,278,731,400,False,,,,,,
537,coche,0.6058186292648315,338,1347,321,1376,353,False,,,,,,
537,coche,0.48079460859298706,172,1279,319,1330,356,False,,,,,,
537,coche,0.40135735273361206,349,1308,320,1339,354,False,,,,,,
537,coche,0.5093389749526978,350,1273,317,1311,354,False,,,,,,
538,coche,0.44212502241134644,163,1459,324,1512,381,False,,,,,,
538,coche,0.49176862835884094,283,1381,324,1436,361,False,,,,,,
538,coche,0.36335253715515137,269,1430,324,1512,380,False,,,,,,
538,coche,0.43535661697387695,288,1385,323,1450,369,False,,,,,,
538,coche,0.3302368223667145,263,1426,324,1472,378,False,,,,,,
538,coche,0.5603426098823547,284,1370,322,1400,357,False,,,,,,
538,coche,0.49649718403816223,309,1128,314,1183,344,False,,,,,,
538,persona,0.5550230741500854,124,654,271,699,400,False,,,,,,
538,persona,0.5710052847862244,134,693,275,732,399,False,,,,,,
538,coche,0.6089894771575928,338,1347,321,1377,353,False,,,,,,
538,coche,0.4718872308731079,172,1278,319,1332,356,False,,,,,,
538,coche,0.4190114736557007,349,1309,319,1340,353,False,,,,,,
538,coche,0.5147128701210022,350,1272,317,1311,354,False,,,,,,
539,coche,0.4397040903568268,163,1457,324,1511,381,False,,,,,,
539,coche,0.48720183968544006,283,1382,324,1437,361,False,,,,,,
539,coche,0.43652161955833435,269,1431,325,1514,381,False,,,,,,
539,coche,0.44644734263420105,288,1384,323,1449,370,False,,,,,,
539,coche,0.3375683128833771,263,1427,324,1473,378,False,,,,,,
539,coche,0.5492024421691895,284,1369,322,1399,357,False,,,,,,
539,coche,0.5181635618209839,309,1129,314,1185,345,False,,,,,,
539,persona,0.5107650756835938,124,655,271,700,400,False,,,,,,
539,persona,0.5422356724739075,134,694,278,733,399,False,,,,,,
539,coche,0.5775477290153503,338,1346,321,1377,353,False,,,,,,
539,coche,0.38522717356681824,172,1277,318,1331,356,False,,,,,,
539,coche,0.4154726564884186,349,1309,320,1341,352,False,,,,,,
539,coche,0.5156995058059692,350,1270,317,1309,354,False,,,,,,
539,persona,0.3352239429950714,354,853,247,891,362,False,,,,,,
540,coche,0.44260072708129883,163,1456,324,1510,381,False,,,,,,
540,coche,0.48852428793907166,283,1383,324,1437,361,False,,,,,,
540,coche,0.3683282434940338,269,1430,324,1512,380,False,,,,,,
540,coche,0.45257753133773804,288,1385,323,1449,370,False,,,,,,
540,coche,0.3296249806880951,263,1426,324,1473,378,False,,,,,,
540,coche,0.5619300007820129,284,1368,322,1398,357,False,,,,,,
540,coche,0.48935067653656006,309,1129,314,1186,346,False,,,,,,
540,persona,0.4626435339450836,124,656,274,700,401,False,,,,,,
540,persona,0.5380593538284302,134,694,283,733,402,False,,,,,,
540,coche,0.585882306098938,338,1346,321,1378,353,False,,,,,,
540,coche,0.40761107206344604,349,1310,320,1341,351,False,,,,,,
540,coche,0.5289485454559326,350,1269,317,1309,354,False,,,,,,
540,persona,0.3413754403591156,354,852,247,891,364,False,,,,,,
541,coche,0.4418700635433197,163,1456,324,1511,381,False,,,,,,
541,coche,0.500267505645752,283,1383,324,1438,361,False,,,,,,
541,coche,0.4333392083644867,269,1431,325,1514,381,False,,,,,,
541,coche,0.46206387877464294,288,1385,323,1449,369,False,,,,,,
541,coche,0.3297872543334961,263,1426,324,1473,378,False,,,,,,
541,coche,0.5652649998664856,284,1365,322,1396,356,False,,,,,,
541,coche,0.45688962936401367,309,1129,313,1187,346,False,,,,,,
541,persona,0.47053301334381104,124,659,277,702,401,False,,,,,,
541,persona,0.6010477542877197,134,695,285,733,403,False,,,,,,
541,coche,0.5885723233222961,338,1347,321,1379,352,False,,,,,,
541,coche,0.36329385638237,349,1310,319,1342,351,False,,,,,,
541,coche,0.5193279981613159,350,1268,317,1308,354,False,,,,,,
541,persona,0.5182177424430847,354,855,245,895,367,False,,,,,,
541,coche,0.29699641466140747,172,1271,318,1323,355,False,,,,,,
542,coche,0.4422118365764618,163,1456,324,1511,381,False,,,,,,
542,coche,0.499753475189209,283,1383,324,1438,361,False,,,,,,
542,coche,0.426897794008255,269,1431,325,1514,381,False,,,,,,
542,coche,0.45887649059295654,288,1385,323,1449,369,False,,,,,,
542,coche,0.32436391711235046,263,1426,324,1472,378,False,,,,,,
542,coche,0.5583928227424622,284,1363,322,1395,356,False,,,,,,
542,coche,0.5082382559776306,309,1129,312,1187,346,False,,,,,,
542,persona,0.46376892924308777,124,661,278,702,401,False,,,,,,
542,persona,0.6394397020339966,134,695,285,733,404,False,,,,,,
542,coche,0.5918335914611816,338,1347,321,1380,352,False,,,,,,
542,coche,0.3623918890953064,349,1310,320,1342,350,False,,,,,,
542,coche,0.48962002992630005,350,1268,317,1307,354,False,,,,,,
542,persona,0.4438992738723755,354,858,251,896,368,False,,,,,,
542,coche,0.2797314524650574,172,1271,319,1321,354,False,,,,,,
542,persona,0.28054484724998474,310,668,278,731,401,False,,,,,,
543,coche,0.45235544443130493,163,1457,324,1512,381,False,,,,,,
543,coche,0.509816586971283,283,1383,324,1438,361,False,,,,,,
543,coche,0.42658793926239014,269,1431,325,1515,381,False,,,,,,
543,coche,0.46659544110298157,288,1386,323,1449,369,False,,,,,,
543,coche,0.31447142362594604,263,1426,324,1473,377,False,,,,,,
543,coche,0.5775097608566284,284,1363,322,1395,356,False,,,,,,
543,coche,0.5558499097824097,309,1129,312,1188,346,False,,,,,,
543,persona,0.4229946434497833,124,662,282,702,401,False,,,,,,
543,persona,0.5965508818626404,134,696,287,734,404,False,,,,,,
543,coche,0.5832501649856567,338,1346,321,1380,352,False,,,,,,
543,coche,0.3848344683647156,349,1310,319,1342,350,False,,,,,,
543,coche,0.4682005047798157,350,1268,317,1307,353,False,,,,,,
543,persona,0.4562721848487854,354,859,253,897,367,False,,,,,,
543,coche,0.28871265053749084,172,1274,319,1322,354,False,,,,,,
543,persona,0.414172887802124,355,852,248,895,364,False,,,,,,
543,persona,0.27910315990448,310,668,283,732,401,False,,,,,,
544,coche,0.4568638503551483,163,1458,324,1513,381,False,,,,,,
544,coche,0.5051644444465637,283,1383,324,1437,361,False,,,,,,
544,coche,0.43017515540122986,269,1432,325,1515,381,False,,,,,,
544,coche,0.45429274439811707,288,1386,324,1449,369,False,,,,,,
544,coche,0.3251921236515045,263,1426,324,1473,377,False,,,,,,
544,coche,0.5634363889694214,284,1363,322,1395,356,False,,,,,,
